City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,vaini,-21.2,-175.2,24.09,100,20,0.0,TO,1669905964
1,tura,25.5198,90.2201,17.24,89,0,1.66,IN,1669905965
2,lompoc,34.6391,-120.4579,10.99,92,40,2.57,US,1669905965
3,dikson,73.5069,80.5464,-5.08,95,100,8.79,RU,1669905966
4,dwarka,22.2394,68.9678,24.66,56,0,5.56,IN,1669905966
5,rikitea,-23.1203,-134.9692,23.14,74,63,4.88,PF,1669905967
6,khatanga,71.9667,102.5,-11.78,94,100,5.94,RU,1669905968
7,ushuaia,-54.8,-68.3,14.81,41,75,8.75,AR,1669905968
8,korla,41.7597,86.1469,-7.33,21,0,0.97,CN,1669905969
9,butaritari,3.0707,172.7902,26.58,81,20,5.7,KI,1669905969
10,saskylakh,71.9167,114.0833,-32.12,100,100,2.27,RU,1669905970
11,punta arenas,-53.15,-70.9167,13.06,47,40,16.46,CL,1669905737
12,bismarck,46.8083,-100.7837,-7.88,83,0,2.68,US,1669905828
13,isangel,-19.55,169.2667,26.18,87,100,3.74,VU,1669905972
14,norman wells,65.282,-126.8329,-20.98,77,100,1.03,CA,1669905972
15,igdir,39.9237,44.045,8.55,87,75,2.06,TR,1669905973
16,carnarvon,-24.8667,113.6333,21.05,75,2,7.47,AU,1669905974
17,adwa,14.1646,38.8955,19.46,26,0,3.19,ET,1669905974
18,abha,18.2164,42.5053,19.9,59,40,4.12,SA,1669905975
19,pevek,69.7008,170.3133,-2.33,77,75,12.6,RU,1669905975
20,tasiilaq,65.6145,-37.6368,3.09,80,100,1.96,GL,1669905976
21,mahebourg,-20.4081,57.7,26.16,69,40,3.09,MU,1669905976
22,albany,42.6001,-73.9662,1.68,52,5,1.34,US,1669905857
23,talnakh,69.4865,88.3972,-17.92,99,100,0.41,RU,1669905977
24,busselton,-33.65,115.3333,12.62,90,0,4.23,AU,1669905978
25,yinchuan,38.4681,106.2731,-6.55,15,73,1.09,CN,1669905979
26,evensk,61.95,159.2333,-12.64,80,67,1.54,RU,1669905979
27,acajutla,13.5928,-89.8275,27.33,61,99,2.19,SV,1669905980
28,waitati,-45.75,170.5667,9.33,69,68,5.49,NZ,1669905980
29,kemijarvi,66.7131,27.4306,-3.83,98,100,1.04,FI,1669905981
30,qaanaaq,77.484,-69.3632,-32.29,83,9,2.8,GL,1669905982
31,mattru,7.6244,-11.8332,31.53,54,93,2.23,SL,1669905982
32,east london,-33.0153,27.9116,23.52,78,0,5.14,ZA,1669905721
33,taltal,-25.4,-70.4833,19.61,73,9,3.51,CL,1669905970
34,victoria,22.2855,114.1577,16.81,75,86,6.71,HK,1669905748
35,mataura,-46.1927,168.8643,10.27,92,77,2.53,NZ,1669905984
36,hilo,19.7297,-155.09,27.38,89,100,2.06,US,1669905871
37,ungaran,-7.1397,110.405,25.81,78,40,1.03,ID,1669905986
38,barrow,71.2906,-156.7887,-6.99,86,100,2.57,US,1669905797
39,shimoda,34.6667,138.95,10.06,80,98,2.6,JP,1669905988
40,lorengau,-2.0226,147.2712,27.11,78,97,2.37,PG,1669905988
41,puerto ayora,-0.7393,-90.3518,22.98,86,85,5.36,EC,1669905989
42,ilulissat,69.2167,-51.1,-6.99,68,75,9.77,GL,1669905990
43,bredasdorp,-34.5322,20.0403,24.29,52,44,8.05,ZA,1669905991
44,chicama,-7.8447,-79.1469,17.3,61,32,2.74,PE,1669905992
45,boa vista,2.8197,-60.6733,28.99,54,20,8.23,BR,1669905993
46,tuatapere,-46.1333,167.6833,7.28,78,94,4.41,NZ,1669905994
47,martapura,-3.4167,114.85,25.05,94,40,1.54,ID,1669905994
48,grindavik,63.8424,-22.4338,4.97,93,75,13.38,IS,1669905995
49,hithadhoo,-0.6,73.0833,27.61,64,60,2.29,MV,1669905996
50,arraial do cabo,-22.9661,-42.0278,25.98,83,40,10.8,BR,1669905996
51,rawson,-43.3002,-65.1023,25.44,20,0,6.95,AR,1669905772
52,port elizabeth,-33.918,25.5701,25.05,73,40,6.69,ZA,1669905997
53,xam nua,20.4197,104.0439,16.24,98,100,1.16,LA,1669905997
54,castro,-24.7911,-50.0119,24.77,63,12,3.8,BR,1669905998
55,bandarbeyla,9.4942,50.8122,26.22,81,63,8.95,SO,1669905999
56,moranbah,-22.0016,148.0466,17.34,81,0,4.08,AU,1669906000
57,san ignacio,17.1561,-89.0714,23.08,94,75,0.0,BZ,1669906000
58,charters towers,-20.1,146.2667,20.69,75,96,4.47,AU,1669906001
59,kodiak,57.79,-152.4072,3.73,60,0,17.49,US,1669906002
60,tuktoyaktuk,69.4541,-133.0374,-25.0,77,0,2.57,CA,1669906002
61,verdun,49.25,5.3333,5.78,86,96,4.06,FR,1669905706
62,zanjan,36.6736,48.4787,5.83,100,100,0.0,IR,1669906003
63,cerrito,6.8432,-72.694,16.48,61,34,1.52,CO,1669906004
64,vao,-22.6667,167.4833,25.69,87,100,6.48,NC,1669906004
65,malkangiri,18.35,81.9,22.12,62,2,0.4,IN,1669906005
66,naliya,23.2667,68.8333,23.93,30,0,4.08,IN,1669906005
67,cape town,-33.9258,18.4232,26.23,58,20,8.75,ZA,1669905738
68,vanimo,-2.6741,141.3028,25.18,89,100,3.18,PG,1669906006
69,narsaq,60.9167,-46.05,-2.88,87,13,1.63,GL,1669906007
70,vostok,46.4856,135.8833,-24.47,98,99,2.18,RU,1669906008
71,shiyan,32.6475,110.7781,1.89,64,92,2.05,CN,1669906008
72,natal,-5.795,-35.2094,28.12,69,75,6.17,BR,1669906009
73,bluff,-46.6,168.3333,10.45,65,47,9.67,NZ,1669906009
74,poso,-1.3959,120.7524,24.52,90,100,2.53,ID,1669906010
75,karasburg,-28.0167,18.75,36.64,15,77,11.18,NA,1669906010
76,rio gallegos,-51.6226,-69.2181,18.03,19,75,7.2,AR,1669906011
77,westport,41.1415,-73.3579,4.9,53,0,9.77,US,1669905952
78,zakharovo,54.366,39.2792,-7.64,90,100,2.6,RU,1669906012
79,bubaque,11.2833,-15.8333,27.48,48,46,3.9,GW,1669906012
80,kloulklubed,7.0419,134.2556,26.28,71,98,7.24,PW,1669906013
81,new norfolk,-42.7826,147.0587,10.72,66,58,0.49,AU,1669906013
82,mufulira,-12.5498,28.2407,21.37,72,55,1.55,ZM,1669906014
83,kapaa,22.0752,-159.319,22.18,88,0,4.12,US,1669906014
84,yellowknife,62.456,-114.3525,-27.47,76,75,2.06,CA,1669906015
85,komsomolskiy,40.4272,71.7189,5.4,75,100,2.06,UZ,1669906016
86,troitskoye,52.9821,84.6757,-19.82,91,6,3.41,RU,1669906016
87,college station,30.628,-96.3344,5.99,72,0,2.57,US,1669905786
88,saldanha,-33.0117,17.9442,25.03,75,74,7.05,ZA,1669906017
89,phayao,19.25,100.25,21.19,94,92,0.72,TH,1669906018
90,bethel,41.3712,-73.414,4.19,58,100,6.69,US,1669906019
91,basavana bagevadi,16.5833,75.9667,23.9,48,1,3.85,IN,1669906020
92,saint-joseph,-21.3667,55.6167,25.21,78,54,2.48,RE,1669905834
93,atambua,-9.1061,124.8925,23.72,89,100,1.03,ID,1669906021
94,gariadhar,21.5333,71.5833,25.06,37,0,2.86,IN,1669906021
95,chuy,-33.6971,-53.4616,25.51,74,86,4.59,UY,1669906022
96,cap-aux-meules,47.3821,-61.8597,10.01,87,100,15.95,CA,1669906023
97,verkhoyansk,67.5447,133.385,-27.37,100,100,0.84,RU,1669906023
98,novi bilokorovychi,51.1155,28.0546,-7.34,96,94,2.09,UA,1669906024
99,broome,42.2506,-75.833,0.81,67,100,5.81,US,1669906025
100,batabano,22.7164,-82.2881,26.34,71,100,6.25,CU,1669906026
101,rosarito,32.3333,-117.0333,12.85,73,87,2.25,MX,1669906028
102,hualmay,-11.0964,-77.6139,21.89,73,7,3.88,PE,1669906029
103,esperance,-33.8667,121.9,17.7,93,7,8.95,AU,1669906030
104,orel-izumrud,43.4583,39.9244,12.01,71,67,1.0,RU,1669906031
105,atuona,-9.8,-139.0333,24.87,81,20,6.51,PF,1669906031
106,vrangel,42.7297,133.0839,-9.28,52,40,6.25,RU,1669906032
107,nikolskoye,59.7035,30.7861,-5.67,86,100,1.53,RU,1669906033
108,hobart,-42.8794,147.3294,11.92,71,100,0.0,AU,1669905813
109,chara,56.9064,118.2631,-30.73,74,71,0.87,RU,1669906033
110,misratah,32.3754,15.0925,18.37,52,89,2.78,LY,1669906034
111,inhambane,-23.865,35.3833,26.99,69,40,4.12,MZ,1669906035
112,vilyuysk,63.7553,121.6247,-25.3,96,100,3.26,RU,1669906035
113,nemuro,43.3236,145.575,-1.44,49,7,10.41,JP,1669906036
114,la ronge,55.1001,-105.2842,-22.86,70,100,4.12,CA,1669905946
115,derbent,42.0678,48.2899,6.32,78,91,4.39,RU,1669905868
116,bandrele,-12.9067,45.1914,27.86,78,100,4.12,YT,1669906041
117,kuching,1.55,110.3333,26.12,94,40,1.03,MY,1669906043
118,avarua,-21.2078,-159.775,25.03,88,75,6.17,CK,1669906045
119,provideniya,64.3833,-173.3,-0.83,97,88,3.86,RU,1669906046
120,upernavik,72.7868,-56.1549,-15.97,93,100,8.95,GL,1669906046
121,georgetown,5.4112,100.3354,26.8,87,40,3.6,MY,1669905749
122,magadan,59.5667,150.8,-13.59,75,100,4.75,RU,1669906048
123,pochutla,15.7432,-96.4661,27.12,56,38,0.32,MX,1669906049
124,alta floresta,-9.8756,-56.0861,29.9,70,20,2.06,BR,1669906050
125,portland,45.5234,-122.6762,3.78,93,100,2.68,US,1669906051
126,kota kinabalu,5.9749,116.0724,25.99,89,20,1.54,MY,1669906051
127,port hedland,-20.3167,118.5667,27.03,78,0,3.6,AU,1669906052
128,chany,55.3121,76.7647,-21.61,96,14,2.79,RU,1669906052
129,port alfred,-33.5906,26.891,23.36,81,36,4.12,ZA,1669906053
130,jamestown,42.097,-79.2353,-1.83,91,100,6.69,US,1669905913
131,faanui,-16.4833,-151.75,26.06,80,72,5.4,PF,1669906054
132,longyearbyen,78.2186,15.6401,2.91,81,75,4.63,SJ,1669906055
133,tiznit,29.5833,-9.5,16.39,51,39,4.75,MA,1669906055
134,sao filipe,14.8961,-24.4956,24.71,62,51,4.65,CV,1669906056
135,newport,51.5877,-2.9984,5.81,76,20,1.09,GB,1669905891
136,coquimbo,-29.9533,-71.3436,16.85,82,100,3.09,CL,1669905982
137,sotnikovskoye,45.0039,43.7772,1.56,60,23,8.83,RU,1669906057
138,asyut,27.181,31.1837,21.52,28,0,3.73,EG,1669906058
139,tinglev,54.931,9.2524,5.88,93,98,3.09,DK,1669906059
140,srivardhan,18.0333,73.0167,23.68,64,11,2.42,IN,1669906060
141,tooele,40.5308,-112.2983,3.36,59,98,7.85,US,1669905948
142,thompson,55.7435,-97.8558,-27.91,69,100,1.54,CA,1669905948
143,tucupita,9.0622,-62.051,29.44,54,15,1.9,VE,1669906061
144,lavumisa,-27.31,31.892,29.66,39,0,4.83,SZ,1669906062
145,lata,40.1629,-8.3327,17.82,59,0,2.94,PT,1669906063
146,samarai,-10.6167,150.6667,27.54,79,100,2.6,PG,1669906063
147,geraldton,-28.7667,114.6,17.23,77,40,3.6,AU,1669906064
148,maceio,-9.6658,-35.7353,29.69,70,75,6.17,BR,1669906064
149,maskinonge,46.2286,-73.0192,0.96,80,99,12.35,CA,1669906065
150,andenes,69.3143,16.1194,3.99,87,75,2.06,NO,1669906066
151,cabo san lucas,22.8909,-109.9124,23.06,75,16,0.89,MX,1669906008
152,turukhansk,65.8167,87.9833,-18.74,99,100,2.9,RU,1669906067
153,airai,-8.9266,125.4092,15.62,89,100,0.75,TL,1669906067
154,mount gambier,-37.8333,140.7667,9.08,94,10,2.78,AU,1669906068
155,hermanus,-34.4187,19.2345,22.11,77,87,5.59,ZA,1669906068
156,mar del plata,-38.0023,-57.5575,18.24,96,100,6.69,AR,1669905798
157,manzini,-26.25,31.5,29.62,33,33,3.25,SZ,1669906069
158,nioro,13.35,-15.75,34.63,13,78,2.71,GM,1669906070
159,verkhnyaya inta,65.9811,60.3094,-22.06,100,72,2.3,RU,1669906070
160,novikovo,51.1537,37.8879,-3.32,61,100,5.4,RU,1669906071
161,fairbanks,64.8378,-147.7164,-14.67,84,100,2.57,US,1669906022
162,beloha,-25.1667,45.05,24.33,77,98,5.31,MG,1669906072
163,katsuura,35.1333,140.3,11.35,85,100,5.03,JP,1669906072
164,daru,-9.0763,143.2092,25.47,89,100,3.04,PG,1669906073
165,vacaville,38.3566,-121.9877,12.25,71,100,6.17,US,1669906074
166,benghazi,32.1167,20.0667,19.14,57,30,6.3,LY,1669906074
167,karratha,-20.7377,116.8463,28.26,51,0,5.94,AU,1669906075
168,zhangjiakou,40.81,114.8794,-10.43,25,0,0.97,CN,1669906075
169,kavieng,-2.5744,150.7967,27.73,73,84,1.63,PG,1669906076
170,leh,34.1667,77.5833,-2.27,33,100,1.15,IN,1669906077
171,howard springs,-12.497,131.047,27.68,95,100,2.59,AU,1669906077
172,lethem,3.3803,-59.7968,29.81,57,84,5.21,GY,1669906078
173,pangnirtung,66.1451,-65.7125,-19.0,60,100,1.03,CA,1669906078
174,lanzhou,36.0564,103.7922,-2.1,29,11,0.78,CN,1669906079
175,alofi,-19.0595,-169.9187,20.94,100,56,0.0,NU,1669906079
176,west wendover,40.7391,-114.0733,-5.44,74,0,1.54,US,1669906080
177,san francisco del mar,16.2333,-94.65,26.86,70,6,13.53,MX,1669906080
178,tafresh,34.692,50.013,7.57,57,33,1.65,IR,1669906081
179,impfondo,1.6381,18.0667,29.01,61,74,0.67,CG,1669906081
180,bilibino,68.0546,166.4372,-13.57,96,79,2.52,RU,1669906082
181,maridi,4.9158,29.4742,26.12,55,100,0.75,SS,1669906082
182,lalgudi,10.8667,78.8333,26.18,89,40,1.54,IN,1669906083
183,kahului,20.8947,-156.47,24.36,89,40,3.6,US,1669906012
184,diego de almagro,-26.3667,-70.05,23.29,29,0,5.0,CL,1669906086
185,ventspils,57.3894,21.5606,-0.04,93,75,2.06,LV,1669906087
186,gulu,2.7746,32.299,25.2,45,100,2.24,UG,1669906087
187,comodoro rivadavia,-45.8667,-67.5,21.92,16,0,8.23,AR,1669905894
188,raudeberg,61.9875,5.1352,4.37,73,24,3.58,NO,1669906088
189,yar-sale,66.8333,70.8333,-21.34,94,14,3.59,RU,1669906089
190,lasa,46.6166,10.7002,8.49,92,95,0.37,IT,1669906089
191,naze,28.3667,129.4833,14.51,73,100,8.07,JP,1669906090
192,portales,34.1862,-103.3344,0.05,78,0,3.89,US,1669906090
193,rio grande,-32.035,-52.0986,29.06,77,74,6.03,BR,1669905936
194,xapuri,-10.6517,-68.5044,35.18,38,29,3.14,BR,1669906091
195,roald,62.5833,6.1333,5.42,81,0,3.09,NO,1669906092
196,vanavara,60.34,102.2797,-26.95,94,93,2.05,RU,1669906092
197,cherskiy,68.75,161.3,-19.82,98,100,5.41,RU,1669906093
198,eureka,40.8021,-124.1637,6.34,96,100,1.34,US,1669906094
199,bonavista,48.6499,-53.1147,3.3,78,99,12.43,CA,1669906094
200,laguna,38.421,-121.4238,10.64,84,100,9.26,US,1669906095
201,torbay,47.6666,-52.7314,3.55,87,100,11.83,CA,1669905799
202,mandan,46.8267,-100.8896,-7.8,83,0,2.68,US,1669906096
203,barinas,8.6226,-70.2075,27.02,74,4,1.54,VE,1669905935
204,buraydah,26.326,43.975,24.25,37,12,4.72,SA,1669906096
205,san vicente,-26.6167,-54.1333,31.48,35,5,1.82,AR,1669906097
206,lakes entrance,-37.8811,147.981,10.55,87,10,1.0,AU,1669906098
207,mbala,-8.8402,31.3659,17.04,90,100,0.76,ZM,1669906098
208,byron bay,-28.65,153.6167,16.08,91,100,8.15,AU,1669906099
209,ischia,40.7342,13.9471,15.79,69,2,0.45,IT,1669906099
210,wanning,18.8003,110.3967,21.15,92,100,6.69,CN,1669906100
211,ribeira grande,38.5167,-28.7,18.21,94,75,6.17,PT,1669906101
212,paignton,50.4357,-3.5679,10.36,89,20,1.34,GB,1669906101
213,cayenne,4.9333,-52.3333,29.02,70,100,6.17,GF,1669906102
214,necochea,-38.5473,-58.7368,18.16,72,98,4.77,AR,1669906102
215,krasnoye,49.9145,24.6134,-1.64,87,100,2.72,UA,1669906103
216,kaitangata,-46.2817,169.8464,8.36,75,44,5.1,NZ,1669906104
217,murgab,37.4966,61.9714,2.93,56,100,3.09,TM,1669906105
218,sola,-13.8833,167.55,27.54,77,72,5.12,VU,1669906105
219,nabire,-3.3667,135.4833,24.59,89,100,1.0,ID,1669906106
220,clyde river,70.4692,-68.5914,-31.87,62,0,1.03,CA,1669906106
221,cassilandia,-19.1133,-51.7342,34.33,30,100,3.58,BR,1669905951
222,yerbogachen,61.2767,108.0108,-24.94,96,100,3.67,RU,1669906107
223,erenhot,43.6475,111.9767,-14.52,67,12,4.25,CN,1669906107
224,bima,-8.4667,118.7167,24.92,92,98,1.59,ID,1669906108
225,gammad,17.7104,121.7437,23.06,88,12,0.94,PH,1669906109
226,kontagora,10.3999,5.4695,34.9,18,87,1.44,NG,1669906109
227,mwinilunga,-11.7358,24.4293,22.72,80,81,2.02,ZM,1669906110
228,manokwari,-0.8667,134.0833,25.61,81,100,2.21,ID,1669906110
229,saint-philippe,-21.3585,55.7679,25.77,78,53,2.51,RE,1669906111
230,orlik,52.5178,99.825,-22.78,92,100,1.51,RU,1669906111
231,tarko-sale,64.9225,77.785,-21.32,95,84,3.9,RU,1669905960
232,karwar,14.8,74.1333,25.26,63,0,1.28,IN,1669906112
233,pitimbu,-7.4706,-34.8086,28.33,63,45,6.62,BR,1669906113
234,kargasok,59.0556,80.8572,-22.85,93,37,3.37,RU,1669906113
235,linhares,-19.3911,-40.0722,27.36,82,89,2.85,BR,1669906114
236,natchitoches,31.7668,-93.1335,5.99,56,0,4.12,US,1669906114
237,gutierrez zamora,20.45,-97.0833,20.11,90,100,3.87,MX,1669905922
238,mareeba,-17.0,145.4333,22.4,95,97,0.97,AU,1669906115
239,asau,46.4333,26.4,-1.49,81,100,1.39,RO,1669906116
240,zhanaozen,43.3,52.8,-1.63,23,0,4.85,KZ,1669906116
241,ponta do sol,32.6667,-17.1,23.89,67,17,2.96,PT,1669906117
242,kuytun,54.3419,101.5036,-20.09,86,100,5.54,RU,1669906118
243,hofn,64.2539,-15.2082,6.01,87,75,3.6,IS,1669906119
244,santa isabel do rio negro,-0.4139,-65.0192,32.2,54,93,2.25,BR,1669906119
245,oranjemund,-28.55,16.4333,19.48,77,6,6.9,NA,1669906120
246,lavrentiya,65.5833,-171.0,-4.32,93,100,4.15,RU,1669906120
247,tiksi,71.6872,128.8694,-24.4,96,100,6.15,RU,1669906121
248,ostrovnoy,68.0531,39.5131,-2.0,93,100,3.56,RU,1669906121
249,sandy bay,-42.913,147.3532,10.94,76,100,0.0,AU,1669906122
250,urumqi,43.801,87.6005,-13.47,72,0,2.0,CN,1669905841
251,brigantine,39.4101,-74.3646,4.55,46,0,8.75,US,1669906123
252,areia branca,-4.9561,-37.1369,29.11,60,83,7.73,BR,1669906123
253,phan thiet,10.9333,108.1,24.99,83,100,3.19,VN,1669906124
254,chokurdakh,70.6333,147.9167,-17.37,98,100,1.87,RU,1669906124
255,sitka,57.0531,-135.33,-1.06,80,100,2.06,US,1669906125
256,cangzhou,38.3167,116.8667,-5.44,20,0,3.17,CN,1669906125
257,aklavik,68.2191,-135.0107,-15.0,85,100,2.06,CA,1669906126
258,yerazgavors,40.7,43.75,5.43,70,100,0.0,AM,1669906127
259,lebu,-37.6167,-73.65,15.47,53,0,6.99,CL,1669906012
260,chifeng,42.2683,118.9636,-12.37,39,0,2.56,CN,1669906127
261,iqaluit,63.7506,-68.5145,-14.15,71,100,7.2,CA,1669906128
262,bambous virieux,-20.3428,57.7575,26.14,69,40,3.09,MU,1669906129
263,bathsheba,13.2167,-59.5167,30.34,66,40,8.75,BB,1669906129
264,maniitsoq,65.4167,-52.9,-10.21,76,96,4.31,GL,1669906130
265,tias,28.9611,-13.645,21.82,53,75,5.66,ES,1669906130
266,boksitogorsk,59.474,33.8485,-9.2,89,86,1.59,RU,1669906131
267,neiafu,-18.65,-173.9833,25.38,94,40,0.0,TO,1669906131
268,atikokan,48.7555,-91.6216,-11.7,83,100,2.15,CA,1669906132
269,sayansk,54.1088,102.1648,-20.07,86,100,4.83,RU,1669906132
270,jumla,29.2747,82.1838,6.05,40,0,2.26,NP,1669906133
271,krasnozerskoye,53.9828,79.2374,-21.38,90,11,3.26,RU,1669906133
272,hami,42.8,93.45,-8.76,18,68,2.08,CN,1669906134
273,bud,39.447,-86.1758,-2.6,71,34,1.13,US,1669906135
274,leningradskiy,69.3833,178.4167,-3.15,76,100,4.8,RU,1669906135
275,pisco,-13.7,-76.2167,21.68,73,0,3.6,PE,1669906136
276,dingle,10.9995,122.6711,24.49,94,100,3.35,PH,1669906136
277,shingu,33.7333,135.9833,6.34,79,62,2.89,JP,1669906137
278,las rosas,-32.4766,-61.5804,27.55,39,93,7.53,AR,1669906137
279,caravelas,-17.7125,-39.2481,28.78,66,100,3.61,BR,1669906138
280,luderitz,-26.6481,15.1594,21.26,67,23,11.0,NA,1669906139
281,tutoia,-2.7619,-42.2744,29.02,68,66,6.45,BR,1669906139
282,sosua,19.7667,-70.5167,27.95,74,40,2.57,DO,1669906141
283,touros,-5.1989,-35.4608,29.68,56,67,6.53,BR,1669906141
284,soyo,-6.1349,12.3689,27.76,73,53,5.39,AO,1669906143
285,sao felix do xingu,-6.6447,-51.995,28.26,80,96,1.55,BR,1669906143
286,gornopravdinsk,60.05,69.9,-25.02,95,11,0.58,RU,1669906144
287,zhigalovo,54.8097,105.1578,-20.32,87,100,3.44,RU,1669906145
288,zhezkazgan,47.8043,67.7144,-10.01,85,75,3.0,KZ,1669906145
289,zunyi,27.6867,106.9072,0.69,84,100,1.42,CN,1669906146
290,hasaki,35.7333,140.8333,8.22,80,100,5.11,JP,1669906146
291,beatrice,40.2681,-96.747,1.21,64,0,4.63,US,1669906134
